Item Number,Item Title,Item Description,Item Quantity,Unit of Measure,Consignee ID,Delivery Period (In number of days)
1,Data wall P2 MM Indoor Size 12 Ft 7 inch by 10 ft 6 inch,Data wall P2 MM Indoor Size 12 Ft 7 inch by 10 ft 6 inch,134,SQFT,Neeraj.1987,15
2,LED Modules,LED Modules,1,SET,Neeraj.1987,15
3,Power SMPS,Power SMPS,1,SET,Neeraj.1987,15
4,Control Card and Master Card,Control Card and Master Card,1,SET,Neeraj.1987,15
5,Iron Framework,Iron Framework,1,SET,Neeraj.1987,15
6,Cabling and Wiring,Cabling and Wiring,1,SET,Neeraj.1987,15
7,Interactive Panel 98 inch,Interactive Panel 98 inch,2,pieces,Neeraj.1987,15
