Item Number,Item Title,Item Description,Item Quantity,Unit of Measure,Consignee ID,Delivery Period (In number of days)
62,Various Grit 100,Various Grit-100,10,pieces,buycon1060.atl.mh,15
63,Various Grit 120,Various Grit- 120,10,pieces,buycon1060.atl.mh,15
64,NEO 6M GPS Module,NEO-6M GPS Module,10,pieces,buycon1060.atl.mh,15
65,Tello Drone Battery,Tello Drone Battery,2,pieces,buycon1060.atl.mh,15
66,Pressure Sensor LPS22HB,Pressure Sensor LPS22HB,10,pieces,buycon1060.atl.mh,15
67,Prime kit,The PCB board should have handling protection and should have dimensions of 83mm x 50mm,10,pieces,buycon1060.atl.mh,15
68,male to male jumper wires Bundles,male to male jumper wires(Bundles),5,pieces,buycon1060.atl.mh,15
69,male to female jumper wires Bundles,male to female jumper wires(Bundles),5,pieces,buycon1060.atl.mh,15
70,female to female jumper wires Bundles,female to female jumper wires(Bundles),5,pieces,buycon1060.atl.mh,15
71,512GB SSD,512GB SSD,2,pieces,buycon1060.atl.mh,15
72,1000 VA microtec,1000 VA microtec,1,pieces,buycon1060.atl.mh,15
73,19v 3.42 Amp,19v-3.42 Amp,1,pieces,buycon1060.atl.mh,15
