Item Number,Item Title,Item Description,Item Quantity,Unit of Measure,Consignee ID,Delivery Period (In number of days)
1,VDRL rotator,VDRL rotator,37,pieces,Procurement.macs,15
2,Centrifuge,Centrifuge,9,pieces,Procurement.macs,15
3,Digital Thermometer,Digital Thermometer,41,pieces,Procurement.macs,15
4,Timer,Timer,42,pieces,Procurement.macs,15
5,VDRL,VDRL rotator,10,pieces,Procurement.macs,15
